gene_symbol	Control1	Control2	Control3	Control4	Diseased1	Diseased2	Diseased3	Diseased4
PC	17	16	19	5	33	146	28	146
UGT2A1	4	7	7	9	1	14	2	0
SCAI	35	75	73	22	177	165	85	213
GPRC6A	2	3	2	4	0	0	3	0
NMNAT1	12	18	38	11	65	91	34	126
LRFN4	30	23	47	1	105	63	107	101
TRAPPC3L	3	8	6	6	7	0	8	14
APOBEC4	0	1	5	5	0	0	0	0
SLC19A1	10	16	9	10	76	32	32	75
HSPB7	37	21	56	7	112	203	142	281
RCE1	13	8	21	3	35	17	35	68
UQCRH	23	26	57	2	286	325	116	248
TAS1R1	3	5	3	2	1	0	5	0
EIF1AX	125	81	127	15	371	413	481	808
SPDYE2B	15	6	6	3	3	3	16	3
CXorf23	44	94	104	28	375	313	239	626
PSMD1	66	54	138	14	671	467	300	646
ADGRG2	56	27	49	14	212	34	49	26
SPATA3	4	2	3	2	0	0	0	0
MUC13	10	8	6	6	0	2	13	0
SUSD5	90	45	139	21	237	46	225	423
HEG1	569	373	983	39	4912	1212	2309	4118
WFIKKN2	18	15	11	4	9	10	10	1
C11orf80	8	9	18	3	30	33	35	31
TOMM20	107	82	137	8	809	532	307	1202
CMB9-22P13.1	4	10	2	2	35	10	21	37
AGFG1	77	102	191	19	536	565	323	654
STAT5B	206	149	326	20	731	700	735	1742
CD7	3	3	3	3	2	0	7	0
TOPAZ1	8	28	5	21	0	3	8	2
CNP	98	77	118	15	503	166	218	374
JUP	38	86	101	12	340	458	409	950
HAP1	37	26	4	11	6	5	43	2
TDRD12	18	10	14	5	5	0	11	1
RP4-613B23.4	9	3	2	1	0	0	3	0
EIF1	327	196	465	2	1288	810	926	2730
ENDOV	27	35	45	11	76	56	65	160
RNF213	874	817	1548	59	4754	2994	2738	5962
TIGD3	15	19	10	8	6	12	20	0
KCNH6	1	2	0	2	0	0	5	1
10-Mar	9	17	12	10	6	0	4	0
PLK3	72	18	53	3	218	83	123	217
NET1	273	211	335	33	2502	2125	852	3109
DPY19L1	44	34	99	13	324	138	149	327
RP11-89N17.1	5	6	3	0	23	16	4	22
PHOSPHO1	1	12	7	8	0	4	5	0
ZNF791	73	61	101	13	408	280	232	633
PHC3	311	299	581	51	2188	1487	1008	3269
GPR160	7	15	10	17	13	14	18	50
CBX2	25	33	39	13	67	24	80	189
SPTBN2	17	32	31	12	65	123	68	316
GOLIM4	466	248	635	8	4681	1684	2733	3634
RBM4B	18	25	42	16	92	87	55	116
USMG5	15	10	50	0	189	188	60	287
HOXB2	2	14	16	2	22	17	21	36
C1QTNF1	67	72	208	14	1092	332	647	637
3-Mar	24	19	17	11	60	23	40	55
SWSAP1	8	5	10	2	10	2	5	8
SLCO4C1	24	24	25	21	0	17	21	4
RBM4	65	70	117	13	464	387	274	643
PIFO	14	13	4	15	61	8	8	1
XXYLT1	23	26	29	5	133	50	85	120
UBXN2A	31	22	51	6	230	164	159	293
RP11-18M17.1	6	5	4	1	0	0	0	0
RAX2	12	8	0	5	1	0	10	0
LRRC63	6	6	1	4	0	0	2	4
TCAP	7	11	12	7	8	17	29	23
CCS	43	32	48	4	130	71	43	166
NRROS	18	8	43	7	108	104	54	134
CEP19	3	4	11	1	26	32	8	32
KLHL15	39	44	49	24	185	185	56	197
FBXO45	33	37	43	21	121	93	60	177
SPERT	1	2	3	3	0	0	2	0
FAM46D	1	11	0	13	0	0	0	0
GNG5	27	13	64	0	204	226	87	244
FAM3C2	55	13	38	0	252	40	157	117
SLC25A30	21	37	50	11	156	113	93	359
C9orf131	5	8	6	8	3	5	15	0
CD34	441	457	1208	22	3761	2055	2208	7027
CTSF	120	50	118	3	319	275	325	543
MSRB3	143	123	279	11	1358	754	1072	1815
LEMD3	41	44	81	12	214	228	232	459
C16orf91	14	22	10	11	54	5	22	31
TLR10	4	8	6	14	5	0	14	5
TLR1	20	21	17	14	57	64	45	96
TLR6	11	31	34	23	103	45	49	57
FAM174A	18	11	34	1	95	91	47	141
RGMB	76	100	96	44	425	191	186	317
FAM53A	14	31	10	11	8	5	23	21
NWD2	29	29	16	37	1	2	29	0
CYB561D1	27	20	46	8	113	84	67	187
ZDHHC24	25	33	42	9	96	51	60	217
RP11-23P13.6	11	14	2	11	0	11	6	9
TRMT10C	20	15	42	6	108	54	78	136
SELP	11	18	44	3	310	109	125	453
CTU2	11	13	23	7	39	19	53	53
MGA	268	234	378	75	1145	860	959	1530
C12orf66	31	42	37	20	60	77	45	132
SNX31	1	3	1	4	6	0	3	11
PIGG	117	116	163	25	494	312	297	671
PRPF8	685	403	944	12	3051	1597	2081	4113
ADCY6	115	123	259	19	679	526	540	1136
REP15	23	27	24	17	13	16	29	41
PITPNA	83	66	150	11	509	228	279	598
DDX23	227	143	273	20	925	532	686	1111
ZNF80	3	6	3	7	0	1	5	0
ZNHIT2	13	18	6	6	50	44	30	43
EVX2	60	32	30	15	34	32	74	49
ZBTB4	248	219	333	15	1279	1128	1131	2016
TNK1	22	20	30	6	38	45	13	108
ZHX3	310	299	483	40	1267	803	960	2029
PHLDA3	35	41	68	4	301	221	216	248
SLC16A11	4	7	7	3	6	17	2	28
SLC16A13	5	6	4	7	24	8	11	19
GLIS1	9	3	9	1	33	52	59	79
CHRNA9	12	8	13	12	8	0	9	33
PODN	85	214	514	6	1925	1696	1838	2236
STAG3L3	119	88	125	11	313	234	270	576
SLC6A19	12	11	7	5	5	3	6	0
SNHG11	13	15	18	5	59	60	27	101
C11orf45	7	40	18	18	50	16	15	35
EXO1	5	3	3	4	3	5	10	10
RALGAPA1	233	262	425	48	1209	1284	660	2409
RP11-313P13.4	0	12	6	0	0	8	0	61
C20orf200	9	10	10	6	2	0	2	0
LIG4	35	40	41	23	107	129	29	215
TRHR	1	7	4	1	0	16	0	0
GTF2IRD2B	99	86	159	6	463	318	363	813
ABRA	4	10	9	6	0	0	0	0
ATP2A2	279	235	427	29	1661	792	819	1861
ZWILCH	10	9	24	4	88	40	21	47
RPL4	680	502	1356	9	6473	8478	3697	11005
SNAPC5	22	32	32	7	102	50	50	126
GOLGA6L2	21	15	13	4	21	21	58	17
VWC2L	14	29	14	20	6	8	11	0
C12orf76	33	28	34	25	138	73	56	150
ZCCHC12	10	13	4	8	0	0	6	8
CNTNAP2	22	37	25	28	3	11	12	11
GALNTL6	31	26	18	20	1	0	14	1
LINGO2	10	17	11	13	15	6	43	0
BBS1	80	69	98	11	238	144	246	496
DENND4A	86	110	187	17	851	613	455	1322
IGDCC3	10	17	7	6	4	6	14	2
GCSAM	3	19	12	17	0	13	13	6
ANKRD36C	157	204	274	21	994	977	479	1433
SLC26A9	8	16	9	9	5	3	5	0
MFSD4A	18	24	35	13	113	73	54	229
PELI3	42	27	36	4	103	110	123	107
TTC9B	2	6	4	5	2	8	4	10
MYO1H	3	2	2	6	1	4	0	1
TMEM81	6	6	8	4	10	31	3	31
MRPL11	23	20	29	20	77	112	71	140
KLK15	20	21	13	14	9	0	14	9
IL20RB	13	16	16	3	23	60	7	162
RP11-209A2.1	0	1	1	1	0	3	0	5
AKIRIN1	28	24	46	4	169	112	90	277
NPAS4	4	7	0	4	0	0	30	2
MSL2	62	56	152	20	438	236	286	834
ZNF497	11	13	14	3	7	5	11	22
TRAM1L1	17	23	10	8	16	23	16	29
CMKLR1	191	81	251	23	508	351	717	943
ANGEL2	94	79	125	17	690	351	239	679
UGT8	16	23	22	15	3	8	10	40
KY	15	24	9	5	13	6	0	38
IQCK	20	25	51	10	111	96	19	180
SLCO2A1	14	14	45	2	170	34	100	198
ZNF266	61	84	107	15	291	223	123	535
OR7D4	0	10	3	10	0	3	6	0
SLC29A2	2	5	4	0	2	15	8	25
BRSK2	6	7	10	3	1	6	20	3
FAM47DP	4	13	1	11	7	0	10	8
B4GAT1	41	33	45	15	127	83	50	151
TMEM167A	105	91	198	41	1049	751	493	988
LEP	18	28	39	16	4	503	23	391
SH3PXD2B	81	114	198	14	1456	499	466	473
KIAA1551	111	169	262	51	1048	1114	590	1872
LARP7	68	47	102	4	476	356	201	588
FGFBP3	21	31	24	13	20	23	14	22
NR1D2	191	125	448	16	1355	746	1003	1307
PABPC5	26	33	16	14	28	20	11	51
BRMS1	42	24	58	0	215	149	128	259
RPL15	489	372	1015	24	3958	3753	1746	8003
C4orf32	25	50	71	20	288	194	214	586
HRAS	42	18	38	1	133	101	168	136
WDR49	2	5	7	4	23	26	6	36
SRP72	109	97	257	9	1012	827	523	1320
RIN1	24	18	25	9	60	31	54	49
THAP6	21	34	50	17	127	134	50	312
CEP135	31	37	63	11	162	159	142	257
FZD4	207	207	524	25	1517	1594	851	2998
CD248	126	100	638	4	1323	712	456	488
BTC	19	15	18	5	4	13	3	21
PDZK1	4	10	6	8	10	0	4	19
ADGRE1	13	3	4	2	2	0	2	0
DENND6A	38	65	97	6	412	285	146	660
PDE12	42	47	71	17	219	172	160	313
GLMN	4	5	10	3	8	16	16	75
DNAH12	7	12	4	5	3	18	9	12
YIF1A	19	10	37	5	141	51	120	121
AMY1B	29	2	5	22	4	13	10	6
NLRP6	15	15	7	14	3	0	30	4
NDUFA11	73	46	95	5	255	172	218	285
RSRC1	80	49	129	2	738	488	257	922
PQLC2L	3	3	9	5	52	142	6	63
RAB1B	104	69	205	2	674	449	369	620
RP11-392A22.1	5	15	17	13	12	6	8	15
OR9G1	10	18	17	9	0	10	24	0
PTDSS2	25	24	40	1	81	50	86	137
C19orf70	26	6	18	0	91	103	69	172
C3orf33	3	3	3	2	21	10	4	38
AC067721.2	4	5	2	5	1	0	6	0
OR5M3	0	11	2	4	0	3	1	0
SEZ6L2	2	3	1	4	13	0	6	28
ASPHD1	3	9	0	5	1	4	6	1
KCTD13	33	23	45	3	85	69	72	175
P2RY14	10	28	39	19	117	138	31	111
AMZ1	17	25	16	9	26	15	10	3
GPR171	1	2	1	4	0	0	0	7
GPR149	8	30	24	20	3	0	11	3
CD164L2	5	20	8	4	2	5	6	7
FUT1	16	16	20	8	60	28	16	49
DHX36	78	94	152	11	625	427	335	782
ZIC4	8	21	12	18	18	10	26	12
OR10AG1	4	5	3	6	0	0	6	0
AC026271.5	8	11	10	21	20	10	14	16
OR4S2	3	4	0	1	12	0	0	0
FBXW8	39	53	78	4	253	85	195	196
CA5A	12	23	12	13	4	0	33	16
ZG16	9	17	13	9	5	7	10	6
KLC2	42	24	51	11	107	113	166	128
SLC22A1	4	2	0	2	6	0	1	5
TEX36	1	2	0	0	0	0	8	0
CTBP2	79	81	154	20	317	212	205	576
CHST2	9	18	7	10	110	38	68	56
ZDHHC14	104	95	81	36	238	116	185	172
ATR	56	73	132	24	473	507	221	687
LRRC75A-AS1	70	56	151	8	424	406	318	816
DSG4	3	6	2	5	3	1	5	0
GK5	115	149	209	28	683	490	311	837
VCPIP1	122	97	232	41	913	592	488	958
RTP1	11	14	3	3	1	0	3	1
DES	13	71	113	6	19	48	6	5
PDIK1L	16	6	21	12	75	63	41	95
SPSB4	20	13	24	10	9	17	14	2
RAG2	5	15	4	14	11	2	7	0
TRAF6	32	31	74	15	183	179	113	375
ZNF654	43	68	88	31	467	405	228	662
TVP23C	52	60	63	8	381	245	188	282
MRPS22	43	35	81	21	340	295	147	377
PACS1	140	105	222	12	920	314	585	883
WFDC5	0	2	0	0	0	0	0	15
MARCKSL1	20	9	25	1	90	49	51	93
SH3BP5L	100	85	99	40	289	145	238	210
OR2T1	7	6	15	12	3	0	2	0
TMEM51-AS1	13	43	19	28	8	15	44	12
YPEL2	215	166	272	53	893	626	652	1033
CADM2	17	25	9	2	13	44	11	49
ABO	13	15	43	11	53	39	41	173
PSMD2	141	92	266	11	1009	496	585	933
FAM182B	6	4	5	8	1	2	8	11
PPM1E	18	25	11	25	5	1	1	3
FAM131A	58	50	55	28	155	80	247	186
CSRP2	21	32	27	9	634	334	219	371
PARL	32	22	57	1	217	140	72	228
DDIT3	37	19	28	8	167	136	90	167
PCCA	40	37	81	8	208	264	139	432
HIGD2B	3	3	3	3	0	0	5	0
DCTN2	96	60	174	8	704	379	356	689
NPPA	1	1	0	2	4	0	0	8
ZNF408	42	35	31	5	52	20	35	81
CTDSP2	389	230	564	16	1881	1255	1548	2797
CKAP5	129	110	282	8	927	650	720	1192
ARHGAP1	161	108	277	9	1158	612	896	1063
MED16	47	62	87	6	250	204	301	323
ATG13	63	91	133	15	383	301	246	560
C1orf127	0	2	3	3	0	9	0	15
CHST1	21	9	14	5	33	18	41	30
GOLGA8A	255	276	427	17	832	1164	908	2538
VWA3A	9	3	1	1	0	5	1	10
TP53I11	29	32	106	5	410	139	254	320
CENPS	3	4	13	1	16	4	3	37
DOLK	18	6	26	3	91	55	63	21
PHYHD1	8	12	18	2	44	57	32	73
CATSPER1	3	2	0	3	5	0	0	0
CCNE2	4	2	1	1	9	10	0	17
PHYKPL	72	65	133	14	381	301	320	551
ANKS4B	43	37	29	33	17	11	30	28
GRAMD2	6	17	7	6	7	28	14	16
ZNF519	38	55	75	28	186	240	78	476
LSM1	22	26	24	8	145	108	68	89
PROP1	3	10	1	4	2	0	0	0
ISX	9	31	11	21	1	0	15	0
BANF1	30	14	45	1	153	105	94	115
APOF	5	7	10	5	0	0	14	0
CHRNA7	99	85	56	78	64	25	74	42
TMEM9B	20	19	42	1	137	133	108	168
NRIP3	10	18	12	10	5	8	12	9
PTPN2	39	42	72	19	192	187	144	355
SCUBE2	29	25	27	5	84	38	61	124
EIF1AD	38	28	60	3	164	131	130	246
SMAD2	327	381	597	118	2037	1353	1169	2941
EIF3F	142	152	239	43	876	745	439	1305
ZNF25	57	39	91	10	418	326	170	743
ARL10	81	69	148	22	245	138	235	382
CLTB	234	98	238	5	1110	735	559	1046
PCSK1	9	8	13	6	11	11	29	13
LPL	23	36	200	12	272	1457	87	816
RFESD	18	31	26	21	14	5	22	11
CCDC14	118	159	255	57	877	758	443	1106
TBC1D10C	10	18	9	11	10	8	31	16
SART1	177	155	246	8	711	653	692	785
PPP2R2D	65	79	123	14	363	193	267	539
MCTP1	143	120	369	28	1053	1457	733	1913
POLD4	41	36	53	5	161	106	75	134
OR52W1	6	3	6	0	1	0	1	0
LRRC25	4	7	9	2	33	9	9	20
DPP10	30	39	17	31	5	2	14	0
CLCF1	10	5	29	4	51	13	15	25
TSGA10IP	4	6	6	6	1	8	3	0
GPR152	2	12	5	8	0	2	0	0
UBQLNL	6	9	8	7	3	10	1	27
UBQLN3	9	12	11	5	3	4	7	24
LIPT2	0	5	0	1	5	3	2	16
KCNE3	13	14	12	9	16	51	47	60
CABP4	13	16	24	4	18	13	6	20
ALG10B	65	114	97	45	325	170	117	308
DRAP1	35	30	71	1	313	147	291	279
LONRF3	23	24	16	6	235	121	46	239
UCP3	13	20	11	11	32	19	6	52
UCP2	24	22	40	7	90	127	63	80
C11orf68	36	15	39	1	73	66	128	125
PAAF1	30	42	56	13	100	53	47	154
MRPL48	10	10	23	7	98	107	46	106
RAB6A	204	169	420	12	1958	1055	749	2281
P2RY2	15	19	13	5	7	10	2	44
FOSL1	2	0	3	0	12	6	6	11
ERCC4	54	46	59	23	108	84	127	191
SUGCT	6	5	10	4	31	42	7	52
CCDC85B	106	49	113	10	583	298	325	486
RP11-276H1.3	4	7	3	4	5	1	1	0
TMEM70	13	22	20	8	108	48	67	104
LINC00476	20	39	28	17	24	41	16	73
OR4B1	2	4	4	3	0	0	0	0
RPS6KB2	40	38	66	4	166	110	113	262
RMI2	5	4	2	2	24	1	1	45
PRM1	0	0	0	1	0	11	0	0
RP11-14N7.1	8	45	6	17	8	2	6	11
TOM1L2	135	131	187	17	597	505	433	1002
TEX26	0	0	1	0	4	1	0	8
GOLGA8E	1	4	1	4	9	0	4	0
ZNF77	5	16	26	6	32	74	21	72
GPR156	12	33	14	15	6	12	12	8
AC011753.3	2	4	12	1	67	45	34	83
KDF1	7	8	5	2	2	4	1	17
B3GNTL1	24	33	29	12	62	49	42	76
RBMXL3	6	3	1	6	0	0	3	0
MLXIP	167	210	349	33	947	479	610	1067
C11orf44	15	16	18	23	8	1	7	11
BCL2L7P1	1	3	0	0	13	4	4	23
NR2F1	9	21	24	5	73	26	26	82
C15orf54	2	11	4	12	8	0	0	0
CTC-425H14.1	3	1	6	5	10	1	8	18
AURKAIP1	43	31	57	1	206	178	144	216
TTLL11	20	27	27	1	76	97	37	150
EIF4E1B	6	13	1	7	6	1	16	0
TOMM5	38	19	61	15	343	307	136	311
AC112229.7	22	38	33	12	52	28	30	4
RP11-121M22.1	7	12	4	1	0	3	7	0
RP11-275I4.2	7	7	5	11	2	1	0	4
SLC35E3	64	106	112	48	286	174	187	380
PRIMA1	25	37	25	12	35	73	27	59
ZNF169	14	21	37	11	60	48	34	169
RUVBL1	44	40	69	20	177	133	113	221
SFN	7	8	6	1	17	37	0	91
OR52B3P	0	1	5	1	0	0	7	5
MSRA	11	17	35	6	44	51	53	109
ZNF645	2	4	1	8	0	0	0	0
CCDC168	101	201	119	173	9	17	40	18
CTDNEP1	53	35	105	0	394	167	210	416
ETV4	10	19	7	4	11	0	16	22
SWI5	15	12	21	2	99	58	60	107
GAPT	8	18	9	9	0	4	6	4
BAIAP2	95	66	129	12	287	180	186	462
CALCB	4	8	7	8	0	1	1	6
CREG2	25	38	20	31	5	9	2	6
HOXD8	38	21	62	11	104	63	88	233
AC011139.1	4	4	0	2	3	1	0	3
ZDHHC21	44	49	142	23	309	327	196	512
TSPEAR	9	5	3	6	0	7	7	0
PLEKHF2	22	20	46	6	133	125	92	268
A2M	674	736	2175	4	10579	4119	4138	11787
ARL4D	9	16	24	3	68	36	44	26
DOK7	7	7	2	4	0	0	1	0
LRRN1	14	22	15	11	105	11	46	21
UBE2O	64	72	89	8	190	137	266	279
ORAI3	28	9	43	1	93	97	95	126
KLHL38	7	13	6	7	1	5	0	5
RP11-544L8__B.4	3	7	3	5	0	8	3	4
UNC119B	92	52	110	14	352	197	211	438
DENND2C	25	46	33	20	127	90	54	97
PLEKHD1	21	26	13	16	28	46	19	57
TUBB6	238	155	331	11	1311	720	862	873
LYSMD3	30	40	58	3	202	225	108	286
B3GALT6	33	20	32	8	92	82	104	72
ZNF613	13	18	32	9	73	57	37	92
C11orf16	6	4	1	0	1	0	0	2
NUPR1	136	103	209	10	560	420	293	1042
JAKMIP2	12	30	15	26	10	10	15	6
RPL23P2	1	1	2	0	0	0	6	3
MBLAC2	15	15	31	7	77	100	51	151
TPRN	27	25	15	13	50	42	45	51
KCNE5	10	6	2	6	0	4	0	0
ZNF683	2	7	6	4	0	0	5	2
SLC35A4	50	45	97	11	257	149	170	359
CRYBG2	9	20	6	8	10	14	13	10
IP6K1	77	58	109	19	373	216	213	530
SSNA1	29	15	33	3	95	85	50	60
CSTF3	37	22	42	4	196	195	82	297
YES1	47	48	155	2	854	418	367	792
CHMP6	21	40	41	0	141	132	153	177
DLEU1	14	35	16	13	45	12	18	73
UFSP1	6	5	1	2	1	3	3	13
MC5R	5	3	8	8	0	0	7	4
TMEM39A	53	29	69	16	316	190	170	398
TCP11L1	64	38	95	4	334	158	243	501
GPX2	1	4	0	1	4	7	0	0
CCDC57	144	133	234	30	562	399	420	499
HSF5	1	8	1	8	0	0	0	0
FOXG1	5	15	4	4	21	0	7	0
SPHK1	38	43	71	11	130	45	128	245
BNIP3	29	42	59	26	140	232	177	359
ENTHD1	6	11	6	7	4	0	7	2
MYPOP	21	20	23	6	27	47	59	62
CH17-12M21.1	3	3	3	5	2	0	7	0
CIDEA	1	1	12	1	5	86	1	58
OR11H4	3	6	4	7	0	0	0	0
OR4D11	2	5	3	1	0	0	0	0
LRRTM4	11	16	14	13	2	18	7	10
ATAD5	18	41	44	34	53	49	22	136
SMIM19	24	28	35	4	142	156	69	160
ZNF404	4	1	3	0	0	3	0	23
RTTN	48	84	141	20	225	237	171	409
OR4K17	15	24	15	20	4	0	18	0
C10orf111	3	4	3	0	0	0	0	2
RP11-346M10.2	5	6	4	1	2	0	0	11
ANAPC2	75	52	85	7	316	201	211	407
OR4K13	14	23	12	24	0	7	2	4
HMGB4	12	22	13	11	0	0	7	0
ZBTB8OS	28	27	52	17	170	86	38	198
CYCSP34	0	2	1	0	4	7	2	0
OR4F21	2	0	0	0	2	1	6	0
SLC35G1	16	25	25	18	44	23	36	41
IDSP1	7	0	0	0	14	2	0	18
ZNF135	18	47	39	22	55	94	48	123
OR4N2	0	12	4	12	0	0	0	0
OR4M1	8	22	13	24	3	4	9	0
RP5-1100E15.2	11	11	5	11	1	0	0	0
COX8A	12	6	19	0	88	48	62	99
AC110781.3	21	32	9	14	0	7	13	5
ZSCAN2	17	13	26	18	69	45	57	89
PRR18	5	9	2	10	0	0	5	0
B3GNT4	2	15	3	3	0	6	4	1
CDC26	28	12	47	4	196	262	145	384
HSD11B2	1	2	3	3	25	71	3	23
CRLF3	27	23	44	12	79	65	80	159
RNPEP	56	38	88	8	251	207	174	355
EID2	14	15	15	7	77	21	43	103
DMRTA1	11	10	4	12	1	20	6	20
EID2B	12	9	18	2	35	31	30	63
RIMS2	50	98	49	48	18	9	36	11
KCMF1	48	47	121	17	598	262	257	560
DNAJC30	23	21	28	14	82	50	66	107
SPRYD4	57	81	68	40	175	101	96	205
VPS37D	9	5	2	2	20	27	26	21
CLEC14A	56	89	146	10	462	237	347	847
SYNE3	1150	763	2085	70	3288	3150	2132	5801
CLK2	59	45	117	0	292	202	211	423
LPCAT4	21	33	89	7	168	75	116	464
SLCO3A1	108	83	153	15	482	188	294	630
ZNF575	9	10	9	1	21	17	9	23
WDR25	33	23	20	16	31	19	33	74
SGF29	30	19	54	3	82	128	79	241
PLA2G16	38	46	102	7	351	645	77	596
DIRAS1	21	21	20	10	47	26	84	45
OR5AN1	13	32	12	20	5	1	6	0
OR10AC1P	20	38	7	20	0	24	3	5
RP5-856G1.2	14	17	11	15	2	0	21	0
PHLDB3	24	19	19	4	97	47	64	94
PRR15	13	20	2	8	2	15	2	9
GNG7	6	8	15	4	13	35	46	75
USF3	108	111	246	35	762	631	434	1221
CNTD1	14	18	7	10	9	1	6	0
DCAF4L2	13	18	14	13	0	10	6	1
DMBT1P1	9	9	4	14	2	7	5	0
CTD-2368P22.1	40	73	75	17	119	56	103	287
KBTBD11	37	56	23	15	66	109	50	107
B3GNT5	17	15	12	16	51	42	19	48
MAP3K19	31	65	32	59	1	17	14	1
LMNB2	57	51	123	12	341	269	372	298
RMDN1	55	40	78	26	369	197	151	411
MEX3C	61	64	110	21	387	235	262	689
HORMAD2	5	9	2	2	2	2	0	0
RNF152	46	92	77	27	770	547	165	901
NANOGP1	1	3	1	3	0	3	7	0
MYO1D	603	266	429	15	3352	940	3258	3075
C20orf197	4	8	4	6	9	6	4	0
FOXL1	21	40	26	19	42	40	5	27
LRRC37A	11	32	31	2	98	55	28	100
FOXC2	28	29	19	6	30	19	13	61
OR4F17	31	54	18	28	0	6	13	0
BDNF	27	40	15	27	1	7	18	15
SCAND2	68	77	71	25	271	111	187	521
CCDC121	19	18	22	12	40	76	34	153
ACSF3	81	90	127	21	299	170	149	392
OR10AB1P	3	7	6	5	0	6	0	18
BOK	29	34	34	8	82	214	82	159
ZNF843	11	20	15	11	18	14	29	37
NCRNA00185	0	0	23	0	9	40	0	74
C8orf59	15	15	37	4	92	60	58	155
PFN4	0	1	2	1	5	1	1	0
MAGEB6	4	9	0	11	0	0	1	0
CDK5R1	13	24	6	15	20	15	8	43
OR51A1P	2	1	4	4	0	2	1	0
C15orf56	10	9	4	6	0	5	6	0
C1orf157	0	5	2	5	0	0	0	0
ZNF285B	3	15	7	8	3	0	2	0
TCERG1L	5	12	7	8	9	0	1	4
NCKAP5	53	70	99	20	542	189	257	710
MAGEB18	1	6	0	5	0	0	0	0
RUFY1	80	79	164	6	499	407	359	679
BASP1	31	28	144	4	683	307	431	185
OR51L1	23	29	17	31	3	0	12	1
LRRC37A3	32	74	72	31	208	89	92	355
FKBP9L	15	22	19	12	56	34	35	18
VSIG10	54	46	44	16	121	192	146	348
IRX5	36	40	33	10	137	160	237	241
METRNL	72	84	232	8	424	438	312	503
FAM91A1	52	85	145	21	643	441	267	739
RP11-505O17.2	8	10	6	9	0	0	8	0
CTC-298B17.1	5	6	5	4	1	0	1	9
RP11-334J6.7	22	25	16	22	17	4	2	14
WSB2	44	28	79	4	486	163	202	252
GRIN1	6	13	10	9	10	8	15	11
SOX11	34	38	36	32	16	9	26	8
TYMS	9	3	7	1	38	8	17	26
OR51G2	2	8	5	8	0	0	6	0
PXMP2	4	4	3	0	3	29	30	28
OR51A7	14	13	7	22	0	0	4	0
TCEANC	18	40	12	17	28	29	24	83
OR51T1	6	4	3	4	0	3	8	0
PNMA1	72	59	94	28	431	223	252	425
C8orf4	14	10	17	3	143	74	20	129
MAMSTR	7	14	11	1	14	38	22	44
ANKLE2	229	190	338	47	974	534	630	1090
FUT2	3	6	3	7	0	0	7	9
OR51S1	2	12	5	5	2	0	1	0
OR51F2	7	10	1	9	0	6	0	0
EFCAB5	4	12	8	12	13	12	0	10
GCNT4	13	26	24	18	17	35	7	37
AL022393.3	0	4	0	1	6	0	4	3
MUC20	36	60	28	5	111	134	45	235
THAP4	34	23	83	2	190	139	143	241
NFATC2IP	43	51	115	13	277	150	198	419
FIBIN	359	149	143	5	670	603	811	1708
FAM89B	52	17	32	7	187	110	108	239
SHMT1	41	26	49	9	136	167	43	248
DPP7	87	63	91	1	304	209	218	273
TRIM60	8	13	0	13	0	1	3	0
AP000679.2	1	4	4	1	0	5	6	0
SEC24C	119	100	227	5	695	464	421	904
SMCR8	91	98	108	30	371	207	206	490
HCG4	7	4	1	2	3	8	3	6
MTHFR	115	135	234	22	485	257	421	595
C19orf18	1	2	5	0	5	0	0	15
DEAF1	26	29	59	5	208	100	122	169
MTX3	87	69	113	16	634	304	307	804
TMEM80	24	21	23	10	102	55	57	148
SIX5	27	16	41	4	81	86	138	230
IFNW1	3	2	0	4	0	0	9	0
FBXO46	25	25	44	9	101	47	65	154
ZDHHC13	20	33	32	16	85	64	40	80
SLC38A9	19	32	41	14	88	111	75	210
ACER2	4	6	7	1	42	32	12	40
WDR73	64	76	145	22	285	198	188	471
POLE	166	148	182	27	570	457	436	722
FAM109B	37	53	49	13	115	69	150	114
SCN4B	39	40	55	9	379	84	162	325
DSCAML1	15	32	22	4	49	21	19	9
RHOG	24	18	39	7	109	95	119	116
EPS8L2	124	83	172	9	294	235	237	371
ZDHHC22	7	20	8	8	4	6	9	0
ANO6	301	210	589	13	2328	1442	1270	2617
ZBTB34	55	63	80	22	227	166	212	357
RP1-163G9.1	12	35	19	9	69	41	31	51
FAM9B	10	8	4	6	0	0	24	0
CETN1	3	10	6	12	0	4	0	2
CH17-478G19.1	17	6	7	0	59	3	30	24
FAM210A	12	12	30	9	71	27	42	75
TALDO1	78	34	134	3	506	415	355	666
ULK1	101	140	166	8	418	334	424	552
RP5-1086K13.3	15	21	19	7	33	25	38	49
OR14C36	8	8	0	7	0	0	4	10
RIMKLA	41	77	44	50	24	37	46	57
CLVS1	10	4	7	21	7	0	7	4
OR2M7	4	11	8	11	1	0	4	0
RPS6KA3	122	113	232	24	1047	693	638	1519
B3GNT8	7	7	14	1	9	17	14	20
PUS1	36	31	42	11	95	73	64	98
RP11-305D15.5	0	1	0	1	0	1	6	4
CHD9	479	356	823	42	2740	2883	1630	4496
OR2T12	11	13	9	10	2	4	3	0
OR2T33	8	14	8	10	1	1	8	1
PDDC1	83	51	129	15	236	226	276	424
OR2M1P	17	18	11	12	0	5	7	0
C10orf85	5	4	3	5	8	0	4	2
TRIM72	24	35	26	18	8	5	13	14
MAN1B1	110	93	134	8	539	277	349	576
KCNA3	10	19	8	5	0	7	7	0
OR2AJ1	0	7	1	4	0	4	1	0
FZD8	138	82	76	16	172	154	364	406
